pdf,page,country,hs_code,description
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0809.30.4090,"Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh Peaches, including nectarines Peaches, including nectarines: If entered at any other time Peaches, including nectarines: If entered at any other time. Nectarines"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0809.40,"Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh Plums (including prune plums) and sloes:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0809.40.20,"Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh Plums (including prune plums) and sloes Plums (including prune plums) and sloes: If entered during the period from January 1 to May 31, inclusive, in any year"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0809.40.40,"Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh Plums (including prune plums) and sloes Plums (including prune plums) and sloes: If entered at any other time"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0810,"Other fruit, fresh:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0810.10,"Other fruit, fresh: Strawberries:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0810.10.20,"Other fruit, fresh: Strawberries: If entered during the period from June 15 to September 15, inclusive, in any year"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.2020,"Other fruit, fresh: Strawberries: If entered during the period from June 15 to September 15, inclusive, in any year Certified organic: Of a kind for processing as described in statistical note 3 to this chapter"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.2040,"Other fruit, fresh: Strawberries: If entered during the period from June 15 to September 15, inclusive, in any year Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.2060,"Other fruit, fresh: Strawberries: If entered during the period from June 15 to September 15, inclusive, in any year Other: Of a kind for processing as described in statistical note 3 to this chapter"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.2080,"Other fruit, fresh: Strawberries: If entered during the period from June 15 to September 15, inclusive, in any year Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,,0810.10.40,"Other fruit, fresh: Strawberries: If entered at any other time"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.4020,"Other fruit, fresh: Strawberries: If entered at any other time Certified organic: Of a kind for processing as described in statistical note 3 to this chapter"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.4040,"Other fruit, fresh: Strawberries: If entered at any other time Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.4060,"Other fruit, fresh: Strawberries: If entered at any other time Other: Of a kind for processing as described in statistical note 3 to this chapter"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,13,US,0810.10.4080,"Other fruit, fresh: Strawberries: If entered at any other time Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810,"Other fruit, fresh: (con.)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.20,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.20.10,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.1023,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year Raspberries, blackberries, mulberries and loganberries: Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg: Certified organic."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.1028,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year Raspberries, blackberries, mulberries and loganberries: Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.1030,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year Raspberries, blackberries, mulberries and loganberries: Other: Certified organic."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.1035,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year Raspberries, blackberries, mulberries and loganberries: Other: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.1040,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Raspberries, blackberries, mulberries and loganberries: Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year Raspberries, blackberries, mulberries and loganberries: Other: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.20.90,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.9022,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other Other: Raspberries: Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.9024,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other Other: Raspberries: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.9045,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other Other: Blackberries: Certified organic"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.9060,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other Other: Blackberries: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.20.9090,"Other fruit, fresh: (con.) Raspberries, blackberries, mulberries and loganberries Other: Other Other: Blackberries: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.30.00,"Other fruit, fresh: (con.) Black, white or red currants and gooseberries (other than kiwifruit)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.40.00,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.40.0024,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium Cranberries, blueberries and other fruits of the genus Vaccinium: Blueberries: Wild"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.40.0026,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium Cranberries, blueberries and other fruits of the genus Vaccinium: Blueberries: Cultivated (including highbush): Certified organic"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.40.0029,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium Cranberries, blueberries and other fruits of the genus Vaccinium: Blueberries: Cultivated (including highbush): Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.40.0030,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium Cranberries, blueberries and other fruits of the genus Vaccinium: Cranberries"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.40.0040,"Other fruit, fresh: (con.) Cranberries, blueberries and other fruits of the genus Vaccinium Cranberries, blueberries and other fruits of the genus Vaccinium: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.50.00,"Other fruit, fresh: (con.) Kiwifruit"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.50.0010,"Other fruit, fresh: (con.) Kiwifruit Kiwifruit: Certified organic"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,US,0810.50.0090,"Other fruit, fresh: (con.) Kiwifruit Kiwifruit: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.60.00,"Other fruit, fresh: (con.) Durians"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,14,,0810.70.00,"Other fruit, fresh: (con.) Persimmons"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0810,"Other fruit, fresh: (con.)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0810.90,"Other fruit, fresh: (con.) Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0810.90.27,"Other fruit, fresh: (con.) Other berries; tamarinds."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.2730,"Other fruit, fresh: (con.) Other berries; tamarinds Other berries; tamarinds. Tamarinds."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.2760,"Other fruit, fresh: (con.) Other berries; tamarinds Other berries; tamarinds. Berries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0810.90.46,"Other fruit, fresh: (con.) Other.."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4620,"Other fruit, fresh: (con.) Other. Cactus pears."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4630,"Other fruit, fresh: (con.) Other. Dragon fruit."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4640,"Other fruit, fresh: (con.) Other. Jackfruit."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4650,"Other fruit, fresh: (con.) Other. Lychee."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4660,"Other fruit, fresh: (con.) Other. Pomegranates."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4670,"Other fruit, fresh: (con.) Other. Rambutan."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4675,"Other fruit, fresh: (con.) Other. Tomatillos."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0810.90.4680,"Other fruit, fresh: (con.) Other. Other."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0811.10.00,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: Strawberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.10.0020,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: Strawberries. In immediate containers each holding not more than 1.2 liters."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.10.0050,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: Strawberries. In immediate containers each holding more than 1.2 liters: Containing cane and/or beet sugar: Not more than 25 percent by weight."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.10.0060,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: Strawberries. In immediate containers each holding more than 1.2 liters: Containing cane and/or beet sugar: More than 25 percent by weight."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.10.0070,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: Strawberries. In immediate containers each holding more than 1.2 liters: Containing cane and/or beet sugar: Other."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0811.20,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit):"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0811.20.20,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries, loganberries, black currants and gooseberries (other than kiwi fruit)."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,,0811.20.40,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.20.4025,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries: Red Raspberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.20.4035,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries: Other."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.20.4040,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries: Other."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.20.4030,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Other. Blackberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,15,US,0811.20.4090,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit) Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Raspberries Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit): Other. Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,,0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,,0811.90,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.1000,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Bananas and plantains."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,,0811.90.20,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Blueberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.2024,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Blueberries Other: Blueberries. Wild"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.2030,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Blueberries Other: Blueberries. Cultivated (Including highbush): Certified organic"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.2040,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Blueberries Other: Blueberries. Cultivated (Including highbush): Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.2200,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Boysenberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.2500,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Cashew apples, mameyes colorados, sapodillas, soursops and sweetsops"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.3000,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Coconut meat."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.3500,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Cranberries (Vaccinium macrocarpum)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.4000,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Papayas."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.5000,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Pineapples."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.5200,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Mangoes."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.5500,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Melons"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,,0811.90.80,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.8040,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Cherries: Sweet varieties."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.8060,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Cherries: Tart varieties."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.8085,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Frozen mixes only of combinations of strawberries, blueberries, red raspberries or blackberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.8090,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Peaches."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,16,US,0811.90.8097,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter: (con.) Other: Other."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,,0812,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.10.0000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Cherries"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,,0812.90,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.1000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Mixtures of two or more fruits"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.2000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Citrus"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.3000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Figs"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.4000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Pineapples"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.5000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Strawberries"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,17,US,0812.90.9000,"Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption: Other: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,,0813,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,US,0813.10.0000,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Apricots"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,,0813.20,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Prunes"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,US,0813.20.1000,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Prunes: Soaked in brine and dried"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,,0813.20.20,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Prunes: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,US,0813.20.2010,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Prunes: Other Dried, whether or not pitted"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,US,0813.20.2090,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Prunes: Other Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,18,US,0813.30.0000,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter Apples"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.10,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Papayas."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.15,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Berries: Barberries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.20,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.30,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Cherries."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.40,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Peaches."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.80,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Tamarinds."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.40.90,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Other fruit Other fruit: Other"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,19,,0813.50.00,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter: (con.) Mixtures of nuts or dried fruits of this chapter."
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,20,,0814.00,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,20,US,0814.00.1000,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions: Orange or citron"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,20,US,0814.00.4000,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions: Lime"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,20,US,0814.00.8000,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions: Other"
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,,0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion:"
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,,0901.11.00,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated."
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,US,0901.11.0015,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated. Arabica: Certified organic."
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,US,0901.11.0025,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated. Arabica: Other."
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,US,0901.11.0035,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated. Robusta: Certified organic."
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,US,0901.11.0040,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated. Robusta: Other"
HS Code/country specific/Chapter 9_2025HTSRev32.pdf,2,US,0901.11.0050,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated Coffee, whether or not roasted Coffee, not roasted: Not decaffeinated. Other: Certified organic."
