pdf,page,hs_code,description
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,0713.50.10,"00 Seeds of a kind used for sowing. kg. 1.5c/kg Free (A, AU, BH, CL, 13.2c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,0713.50.20,"00 Other. kg. 1.2c/kg Free (A, AU, BH, CL, 6.6c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Pigeon peas (Cajanus cajan):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,0713.60.10,"00 Of a kind used for sowing. kg. 1.5c/kg Free (A, AU, BH, CL, 13.2c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,0713.60.60,"00 If entered for consumption during the period from May 1 to August 31, inclusive, in any year. kg. 0.8c/kg Free (A, AU, BH, CL, 6.6c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,32,0713.60.80,"00 If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. kg. 1.5c/kg Free (A, AU, BH, CL, 6.6c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713,"(con.) Dried leguminous vegetables, shelled, whether or not skinned or split: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713.90,Other:
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713.90.11,"00 Seeds of a kind used for sowing. kg. 1.5c/kg2 Free (A, AU, BH, 13.2c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713.90.50,00 Guar seeds. kg. Free2 Free Other:
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713.90.61,"00 If entered for consumption during the period from May 1 to August 31, inclusive, in any year. kg. 0.8c/kg2 Free (A, AU, BH, 6.6c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0713.90.81,"00 If entered for consumption outside the above stated period, or if withdrawn for consumption at any time. kg. 1.5c/kg2 Free (A, AU, BH, 6.6c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets;sago pith:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714.10,Cassava (manioc):
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714.10.10,"00 Frozen. kg. 7.9%1 Free (A, AU, BH, CL, 35% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714.10.20,"00 Other. kg. 11.3%2 Free (A, AU, BH, CL, 50% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714,:20 Sweet potatoes:
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714.20.10,"00 Frozen. kg. 6%2 Free (A, AU, BH, CL, 35% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,33,0714.20.20,"00 Other. kg. 4.5%2 Free (A, AU, BH, CL, 50% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,30.10,Frozen kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.30.50,Other: In the form of pellets kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.30.60,Other kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,40.10,Taro (Colocasia spp.): Fresh or chilled kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.40.20,Frozen kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.40.50,Other: In the form of pellets kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.40.60,Other kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,50.10,Yautia (Xanthosoma spp.): Fresh or chilled kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.50.20,Frozen kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.50.50,Other: In the form of pellets kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,34,0714.50.60,Other kg
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714,"(con.) Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets;sago pith: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90,Other: Fresh or chilled:
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.05,"00 Chinese water chestnuts. kg. 20%2 Free (A+,AU,BH, 50% CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.39,"00 Other. kg. 16%2 Free (A+,AU,BH, 50% CL,CO,D,E,IL, JO,KR,MA,OM, PA,PA,PE,S,SG) Frozen:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.41,"00 Mixtures of pea pods and Chinese water chestnuts. kg. 7.9%2 Free (A,AU,BH,CL, 35% CO,D,E,IL,JO, KR,MA,OM,P, PA,PE,S,SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.42,"00 Other mixtures of Chinese water chestnuts. kg. 14%2 Free (A+,AU,BH, 35% CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.44,"00 Chinese water chestnuts, not mixed. kg. Free2 35%"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.46,"00 Other. kg. 6%2 Free (A,AU,BH,CL, 35% CO,D,E,IL,JO, KR,MA,OM,P, PA,PE,S,SG) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.48,"00 Chinese water chestnuts. kg. 8.3%2 Free (A,AU,BH,CL, 35% CO,D,E,IL,JO, KR,MA,OM,P PA,PE,S,SG) Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.51,00 In the form of pellets. kg. Free2 Free
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,35,0714.90.61,"00 Other. kg. 8.3%2 Free (A,AU,BH,CL, 35% CO,D,E,IL,JO, KR,MA,OM,P, PA,PE,S,SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,2,42.00,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled: Coconuts: Desiccated kg Free1/ Free2/ Other In the inner shell (endocarp) kg Free1/ Other In shell kg Shelled kg Brazil nuts: In shell kg Shelled kg Cashew nuts: In shell kg Shelled kg Other nuts, fresh or dried, whether or not shelled or peeled: Almonds: In shell kg Shelled kg Certified organic kg Other kg Hazelnuts or filberts (Corylus spp.): In shell kg Shelled kg Walnuts: In shell kg Shelled kg Chestnuts (Castanea spp.): In shell kg Shelled kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802,"(con.) Other nuts, fresh or dried, whether or not shelled or peeled: (con.) Pistachios:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.51.00,"00 In shell. kg.... 0.9c/kg Free (A, AU, BH, CL, 5.5c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.52.00,"00 Shelled. kg.... 1.9c/kg Free (A, AU, BH, CL, 11c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Macadamia nuts:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.61.00,"00 In shell. kg.... 1.3c/kg Free (A, AU, BH, CL, 5.5c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.62.00,"00 Shelled. kg.... 5c/kg Free (A+, AU, BH, 11c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Kola nuts (Cola spp.):"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.70.10,"00 In shell. kg.... 1.3c/kg Free (A, AU, BH, CL, 5.5c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.70.20,"00 Shelled. kg.... 5c/kg Free (A, AU, BH, CL, 11c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Areca nuts:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.80.10,"00 In shell. kg.... 1.3c/kg Free (A, AU, BH, CL, 5.5c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,3,0802.80.20,"00 Shelled. kg.... 5c/kg Free (A+, AU, BH, 11c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.91,00
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.91.10,00
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.91.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.92,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.92.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.92.90,"Pine nuts, shelled: Pignolia kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99,"Pine nuts, shelled: Pignolia kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.15,Other: Pecans: In shell kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.82,Other: Pecans: In shell kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.15,Shelled kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.82,Shelled kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0802.99.98,Other: In shell kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803,"Bananas and plantains, fresh or dried: Plantains: Fresh kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.10,"Bananas and plantains, fresh or dried: Plantains: Fresh kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.10.10,"Bananas and plantains, fresh or dried: Plantains: Fresh kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.10.20,Dried kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.00,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.90.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.91.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.92.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.93.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.94.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.95.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.50,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.60,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.70,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.80,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.90,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.96.95,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.97,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.97.10,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.97.20,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.97.30,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,4,0803.97.40,Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.10,"Dates: Whole, with or without pits:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.10.20,"Packed in units weighing (with the immediate container, if any) not more than 4.6 kg. 13.2c/kg Free (A+, AU, BH, 16.5c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) Certified organic. kg 90 Other. kg Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.10.40,"00 With pits. kg. 1c/kg Free (A, AU, BH, CL, 2.2c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.10.60,"00 With pits removed. kg. 2.8c/kg Free (A, AU, BH, CL, 4.4c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.10.80,"00 Other. kg. 29.8%/ Free (A+, AU, BH, 35% CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.20,Figs: Whole:
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.20.40,"00 In immediate containers weighing with their contents over 0.5 kg each. kg. 7.9c/kg Free (A+, AU, BH, 11c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.20.60,"00 Other. kg. 6.2c/kg Free (A, AU, BH, CL, 11c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.20.80,"00 Other. kg. 8.8c/kg Free (A+, AU, BH, 11c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.30,Pineapples: Not reduced in size:
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.30.20,"00 In bulk. kg. 0.51c/kg Free (A+, AU, BH, 0.64c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.30.40,"In crates or other packages. 1.1c/kg Free (A+, AU, BH, 2.11c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) 10 Certified organic. kg 90 Other. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,5,0804.30.60,"00 Reduced in size. kg. 0.44c/kg Free (A+, AU, BH, 4.4c/kg CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,6,11.22,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried: (con.) Avocados Hass avocados and avocados determined by the Secretary of Agriculture to be Hass-like: Certified organic kg Other kg Other kg Guavas, mangoes and mangosteens: Fresh: If entered during the period from September 1, in any year, to the following May 31, inclusive"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,6,0804.50,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried: (con.) Avocados Hass avocados and avocados determined by the Secretary of Agriculture to be Hass-like: Certified organic kg Other kg Other kg Guavas, mangoes and mangosteens: Fresh: If entered during the period from September 1, in any year, to the following May 31, inclusive"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,6,0804.50.60,Mangoes: Certified organic kg Other kg Mangosteens kg Other kg If entered at any other time
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,6,0804.50.80,Mangoes: Certified organic kg Other kg Mangosteens kg Other kg Dried
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,6,1090,Mangoes kg Other kg
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805,"Citrus fruit, fresh or dried:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.10.00,"Oranges. 1.9c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 2.2c/kg KR, MA, OM, P, PA, PE, S, SG) 20 Temple oranges. kg Other: 50 Certified organic. kg 60 Other. kg Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.21.00,"Mandarins (including tangerines and satsumas). 1.9c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 2.2c/kg KR, MA, OM, P, PA, PE, S, SG) 10 Tangerines. kg 90 Other. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.22.00,"00 Clementines. kg 1.9c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 2.2c/kg KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.29.00,"00 Other. kg 1.9c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 2. 2c/kg KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.40,Grapefruit and pomelos:
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.40.40,"If entered during the period from August 1 to September 30, inclusive, in any year. 1.9c/kg Free (AU, BH, CL, 3.3c/kg CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) 10 Grapefruit. kg 90 Pomelo. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.40.60,"00 If entered during the month of October. 1.5c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 3.3c/kg KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,7,0805.40.80,"If entered at any other time. 2.5c/kg Free (AU, BH, CL, CO, D, E, IL, JO, 3.3c/kg KR, MA, OM, P, PA, PE, S, SG) 10 Grapefruit. kg 90 Pomelo. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,8,0805.0805,2.2¢/kg2/ 0.8%/2/ 1.8¢/kg2/ $1.13/m3/2/
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,9,0806.0806.10.0806.10,"Grapes, fresh or dried: (con.) Fresh: (con.) If entered during the period from April 1 to June 30, inclusive, in any year Certified organic Other: Red varieties White varieties Black varieties Other If entered at any other time Certified organic Other: Red varieties White varieties Black varieties Other Dried: Raisins: Made from seedless grapes Currants Sultanas Other Other raisins kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,10,11.30,"Melons (including watermelons) and papayas (papaws), fresh: Melons (including watermelons): Watermelons: If entered during the period from December 1, in any year, to the following March 31, inclusive Seedless: Certified organic: Miniature type of a kind described in statistical note 2 to this chapter kg Other kg Other: Miniature type of a kind described in statistical note 2 to this chapter kg Other kg Other If entered at any other time Seedless: Certified organic: Miniature type of a kind described in statistical note 2 to this chapter kg Other kg Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807,"(con.) Melons (including watermelons) and papayas (papaws), fresh con.) Melons (including watermelons): (con.)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19,Other: Cantaloupes:
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.10,"00 If entered during the period from August 1 to September 15, inclusive, in any year. kg. 12.8%2 Free (A+, AU, BH, CL, CO, D, E, IL, 35% JO, KR, MA, OM, P, PA, PE, S, SG) 6.4% (JP)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.20,"00 If entered at any other time. kg. 29.8%2 Free (A, AU, BH, CL, CO, D, E, IL, JO, 35% KR, MA, OM, P, PA, PE, S, SG) Ogen and Galia melons:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.50,"00 If entered during the period from December 1, in any year, to the following May 31, inclusive. kg. 1.6%2 Free (A, AU, BH, CL, CO, D, E, IL, JO, 35% JP, KR, MA, OM, P, PA, PE, S, SG)"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.60,"00 If entered at any other time. kg. 6.3%2 Free (A, AU, BH, CL, CO, D, E, IL, JO, 35% KR, MA, OM, P, PA, PE, S, SG) 3.15% (JP) Other:"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.70,"If entered during the period from December 1, in any year, to the following May 31, inclusive. kg. 5.4%2 Free (A, AU, BH, CL, 35% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) 2.7% (JP) 20 Honeydew melons. kg 40 Other. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.19.80,"If entered at any other time. kg. 28%2 Free (A+, AU, BH, 35% CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG) 14% (JP) 20 Honeydew melons. kg 40 Other. kg"
HS Code/country specific/Chapter 8_2025HTSRev32.pdf,11,0807.20.00,"00 Papayas (papaws). kg. 5.4%2 Free (A, AU, BH, CL, 35% CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)"
